Gene_acc,Gene_id,PG.ProteinAccessions,CAS9.1,CAS9.2,CAS9.3,H4ALL.1,H4ALL.2,H4ALL.3,Desc
669,Tb927.10.13210,Tb927.10.13210:mRNA-p1,16.381719710673647,16.594188698746436,16.465875747754406,16.397871486999687,16.425085255610018,16.39976828958367,"dolichyl-P-Man:GDP-ManGlcNAc2-PP-dolichyl beta-1,4-mannosyltransferase, putative"
671,Tb927.10.13230,Tb927.10.13230:mRNA-p1,16.727199634763398,16.94371796011302,16.523410723038005,16.63001810477605,16.796209766051806,16.577674531601303,"hypothetical protein, conserved"
672,Tb927.10.13240,Tb927.10.13240:mRNA-p1,16.085654312130938,16.004055835868726,15.994392284181677,16.08865627129355,15.837449117272822,15.873445426770258,"hypothetical protein, conserved"
673,Tb927.10.13250,Tb927.10.13250:mRNA-p1,17.552159671459613,17.594348525556562,17.636965738480974,17.76962490196725,17.527418659416696,17.698264641975257,"hypothetical protein, conserved"
674,Tb927.10.13260,Tb927.10.13260:mRNA-p1,14.735658897541931,14.645695368913893,13.080689545242473,14.675435712751305,14.662096800349865,14.32601768152913,"hypothetical protein, conserved"
675,Tb927.10.13280,Tb927.10.13280:mRNA-p1,20.346055936243033,19.86824504249109,20.60322992931977,20.346975170976584,19.969295784388077,20.28339884463838,"hypothetical protein, conserved"
676,Tb927.10.13290,Tb927.10.13290:mRNA-p1,18.744390414925526,18.726023530880443,18.721910653359767,18.811636825997653,18.72741446427185,18.704235272934085,ethanolamine phosphotransferase (EPT)
677,Tb927.10.13300,Tb927.10.13300:mRNA-p1,15.589831702490667,15.381530277528835,15.526866218126642,15.66709800340184,15.655553214429986,15.701396153752402,Mitochondrial ribosomal protein S8
678,Tb927.10.13310,Tb927.10.13310:mRNA-p1,16.53342467660222,16.9102098460415,16.36497167067322,16.795270382501563,16.851408025780668,16.742518532557543,"DNA-directed RNA polymerase I subunit RPB5z, putative"
679,Tb927.10.13320,Tb927.10.13320:mRNA-p1,17.765938383757558,17.851684904607424,17.813571898374658,17.860901978397493,17.85666573666546,17.868598302872062,"DNA-directed RNA polymerase II/III subunit, putative"
680,Tb927.10.13330,Tb927.10.13330:mRNA-p1,14.622924731320277,14.370820015443469,14.311335761792344,14.720448331291855,14.383535554238222,14.762752866832301,"paraflagellar rod component, putative"
682,Tb927.10.13360,Tb927.10.13360:mRNA-p1,19.285590593713387,19.29547987172167,19.259139392371114,19.182684709045876,19.12868443246897,19.115726491350625,"Elongation factor Tu, mitochondrial"
684,Tb927.10.13430,Tb927.10.13430:mRNA-p1,15.836748653867861,16.00583507807163,16.462165739237133,15.977126343008017,15.874649156882494,16.6377408071802,"citrate synthase, putative"
685,Tb927.10.13450,Tb927.10.13450:mRNA-p1,18.120959701229015,18.42060071695124,18.012152731794433,17.88628731994062,18.137089799253626,18.17485377410771,"hypothetical protein, conserved"
686,Tb927.10.13480,Tb927.10.13480:mRNA-p1,17.4811664043478,17.718359995487113,17.64801124517695,17.550265219638764,17.471856770138963,17.610208761799992,"CAMK/CAMKL family protein kinase, putative"
687,Tb927.10.13500,Tb927.10.13500:mRNA-p1;Tb927.11.9710:mRNA-p1,22.666397284867042,22.902799133710314,22.608295549010123,22.866072521578992,22.763560998632276,22.963371759797482,"60S ribosomal protein L10a, putative"
688,Tb927.10.13510,Tb927.10.13510:mRNA-p1,17.84518048485468,17.934533234984787,17.57397371715421,17.587599907550736,17.686311367261585,17.696617491205547,"zinc metallopeptidase, putative"
689,Tb927.10.13517,Tb927.10.13517:mRNA-p1,22.350175475502578,22.56344266582575,22.441979628288724,22.690964122043624,22.72529801746674,22.62919184086702,"40S ribosomal protein S27-like, putative"
690,Tb927.10.13520,Tb927.10.13520:mRNA-p1,15.38986814640886,15.215363841058748,15.497372508527206,15.223527158732729,15.487304613329844,15.671084900407758,"Zn-finger in Ran binding protein and others/FYVE zinc finger, putative"
691,Tb927.10.13540,Tb927.10.13540:mRNA-p1,17.890437222122053,17.970387586808954,17.677679430318904,17.53413661911301,17.581263230746007,17.597558625264053,"RNA-binding protein, putative"
692,Tb927.10.13550,Tb927.10.13550:mRNA-p1,18.455485886398804,18.557851863176666,18.70535079441708,18.083335510331754,18.346601920848812,18.47701226034213,"hypothetical protein, conserved"
693,Tb927.10.13560,Tb927.10.13560:mRNA-p1,16.13479823464221,16.02817536609957,16.098552767519806,16.087713064423177,16.0520162327141,16.182949251563677,mevalonate-diphosphate decarboxylase
695,Tb927.10.13580,Tb927.10.13580:mRNA-p1,16.330834836852848,16.416660446265983,16.266619283455775,16.476627556376517,16.55010172551601,16.466605379901615,"major facilitator superfamily protein (MFS), putative"
696,Tb927.10.13610,Tb927.10.13610:mRNA-p1,15.954614600314397,16.09060641315112,15.799472147959762,16.013422525410046,16.06667917051828,16.034717872363906,"zinc-finger of a C2HC-type/Double zinc ribbon, putative"
698,Tb927.10.13630,Tb927.10.13630:mRNA-p1,20.02090162789691,20.134578763463928,19.90858997535206,20.052305685714636,20.066022326160716,20.031807024832407,"glucosidase, putative"
699,Tb927.10.13640,Tb927.10.13640:mRNA-p1,9.694388283719015,11.866464707342532,12.422104557295123,10.605027528962214,11.11885792475815,10.383911628921133,"hypothetical protein, conserved"
700,Tb927.10.13650,Tb927.10.13650:mRNA-p1,17.657923640221313,17.824012055921603,17.361283476920438,17.674653810059638,17.65107556662261,17.516305511088955,"ADP-ribosylation factor-like protein 2-binding protein, putative"
701,Tb927.10.13660,Tb927.10.13660:mRNA-p1,16.891275860233016,16.870183800130423,16.827112298369684,16.681256752008427,16.893254215505387,16.838265349880665,"Domain of unknown function DUF21, putative"
702,Tb927.10.13670,Tb927.10.13670:mRNA-p1,18.509631258360034,18.608052974924696,18.392848538464207,18.59102999851067,18.589610004017427,18.523557170444878,serine/threonine protein phosphatase 5
703,Tb927.10.13710,Tb927.10.13710:mRNA-p1,20.312847788189423,20.276382014503497,20.274877034128448,20.55869863235873,20.41235612127005,20.493154013169864,"Activator of Hsp90 ATPase, N-terminal/Activator of Hsp90 ATPase homolog 1-like protein, putative"
704,Tb927.10.13720,Tb927.10.13720:mRNA-p1,21.338985499249628,21.56810920662265,21.3107255155388,21.468105810425005,21.47727382022172,21.417467157918598,"RNA-binding protein 29, putative"
705,Tb927.10.13730,Tb927.10.13730:mRNA-p1,17.630829679199223,17.63700743251532,17.377960723801888,18.051680925441044,17.90212795011235,17.799539241269628,"60S ribosomal protein L7, putative"
706,Tb927.10.13740,Tb927.10.13740:mRNA-p1,17.37746818445961,17.055438344220224,17.3413118194875,17.31906456430856,17.308152491230988,17.323194431955308,"synaptotagmin, putative"
707,Tb927.10.13790,Tb927.10.13790:mRNA-p1,21.7809826282465,21.295166923736534,21.74184878236702,21.204048390194934,21.02396157668455,21.468218447663023,"hypothetical protein, conserved"
708,Tb927.10.13800,Tb927.10.13800:mRNA-p1,18.78103857679556,18.798967019951903,19.559908474434284,19.791628630902903,19.674525481097497,18.765338005029378,"hypothetical protein, conserved"
709,Tb927.10.13830,Tb927.10.13830:mRNA-p1,16.522414869387784,16.90177295682958,16.58742948785355,16.740188695244168,16.695697594605075,16.70433481013146,Presequence translocase-associated motor 27
710,Tb927.10.13840,Tb927.10.13840:mRNA-p1,16.95491734774316,16.876267091954325,17.02917717494011,16.86871481272615,16.871389031440913,16.92676117297171,"Domain of unknown function (DUF4475), putative"
711,Tb927.10.13850,Tb927.10.13850:mRNA-p1,16.852976144966508,16.804633655447045,17.020433707333854,16.49577965364064,16.78899406967908,17.34854906169607,"ATP12 chaperone protein, putative"
712,Tb927.10.13860,Tb927.10.13860:mRNA-p1,19.931027457218978,20.08762825884357,19.86535778441873,20.008530352065865,20.02433822411597,19.942075326243096,GPI-anchor transamidase subunit 8 (GPI8)
713,Tb927.10.13870,Tb927.10.13870:mRNA-p1,16.48008941042648,16.74710096260758,16.55302912883851,15.884582036552382,16.574768818547646,16.555908372253572,"tubulin tyrosine ligase protein, putative"
714,Tb927.10.13880,Tb927.10.13880:mRNA-p1,17.122887223491347,17.30100866963131,16.987265486886557,17.05552423577495,17.02373236049924,17.025189250874778,"hypothetical protein, conserved"
715,Tb927.10.1390,Tb927.10.1390:mRNA-p1,21.056578349033394,20.960736068344648,21.016976228598303,21.079848840102205,21.08569644947197,21.01365577043906,Hypoxanthine-guanine-xanthine phosphoribosyltransferase
717,Tb927.10.13930,Tb927.10.13930:mRNA-p1,18.099050945018366,18.24254888922771,17.912613909340486,18.447893660689946,18.19306719059641,18.322839177609307,"phosphatidic acid phosphatase, putative"
718,Tb927.10.13950,Tb927.10.13950:mRNA-p1,19.223549989711007,19.198879930707687,19.159430070060452,19.18969020825901,19.147979043169343,19.18701748537458,"tubulin-specific chaperone, putative"
719,Tb927.10.13960,Tb927.10.13960:mRNA-p1,18.186106681142682,18.381532257794884,18.16589621034189,18.286063750575114,18.225259077366225,18.16940651435642,paralyzed flagella protein 20
720,Tb927.10.13970,Tb927.10.13970:mRNA-p1,16.88039010237864,17.017855559386756,16.814057070871808,17.04289807466036,16.91690094865807,16.911931921605202,"uracil-DNA glycosylase, putative"
721,Tb927.10.13980,Tb927.10.13980:mRNA-p1,17.88106185500943,17.73829846295671,17.832055566517205,17.7688171326182,17.843172436505995,17.329138545870208,"btb/poz domain containing protein, putative"
722,Tb927.10.1400,Tb927.10.1400:mRNA-p1,20.087271179146924,20.16374793818823,20.075296172571914,20.131915819780595,20.068745810370142,20.073640163980738,hypoxanthine-guanine phosphoribosyltransferase
723,Tb927.10.14000,Tb927.10.14000:mRNA-p1,18.251372174982286,18.21339765740011,18.06610430431664,16.948934754602398,17.962981852110808,18.25868937766299,aconitase
724,Tb927.10.14010,Tb927.10.14010:mRNA-p1,18.471222589703142,18.253960560346187,18.494389665352873,18.5359171343059,18.389105341334883,18.452247148470843,tubulin cofactor C domain-containing protein RP2
725,Tb927.10.14020,Tb927.10.14020:mRNA-p1,16.963173731618777,16.617530800811945,16.969795337798455,15.904113821986817,16.403619046941607,16.473723583456984,"hypothetical protein, conserved"
726,Tb927.10.14030,Tb927.10.14030:mRNA-p1,19.87339501485018,20.02806387986485,19.89147668260644,19.85551933075483,19.816689555578616,19.75784613499621,"hypothetical protein, conserved"
727,Tb927.10.14040,Tb927.10.14040:mRNA-p1,19.368388028508637,19.446689573703836,19.379114177531523,19.335820070543196,19.19583580224288,19.279529820277464,"vacuolar ATP synthase subunit c, putative"
730,Tb927.10.14110,Tb927.10.14110:mRNA-p1,16.344939650384,17.133872030569833,16.27013674724622,16.237362134149745,16.48432446413781,16.494310064431136,"13 kDa deflagellation-inducible protein, putative"
731,Tb927.10.14130,Tb927.10.14130:mRNA-p1,18.219720975307236,17.906378867942877,18.352721836378503,18.255284065561774,18.135103496271974,18.297564085450723,"SRP19 protein, putative"
732,Tb927.10.14140,Tb927.10.14140:mRNA-p1,25.251596682710964,25.38671887395391,25.25897541412616,25.38962989519526,25.414420723662154,25.29433384015794,pyruvate kinase 1
733,Tb927.10.14150,Tb927.10.14150:mRNA-p1,21.193115631719518,21.130920070217925,21.165461383268923,21.212610225245037,21.133619183709076,21.12704924855073,EnigmRBP1
734,Tb927.10.14160,Tb927.10.14160:mRNA-p1,22.0178516524354,22.128478975505384,21.93073805932596,22.08638117081417,21.93609854551414,21.783812164264205,Aquaglyceroporin 3
735,Tb927.10.14170,Tb927.10.14170:mRNA-p1,18.45751965628084,18.649268130154947,18.532628804941474,18.55889968161813,18.566133494690394,18.434225688339623,aquaglyceroporin 2
736,Tb927.10.14180,Tb927.10.14180:mRNA-p1,20.65397448024952,20.96790775529496,20.588629551245777,20.8428826045857,20.758698288418383,20.70864904723313,protein transport protein SEC13
737,Tb927.10.14190,Tb927.10.14190:mRNA-p1,16.190540884298773,16.051693204271466,16.198234892914606,16.389199368020826,16.311611549434105,16.320947185213278,"hypothetical protein, conserved"
738,Tb927.10.1420,Tb927.10.1420:mRNA-p1,18.889595589811982,18.529510981138586,18.86127474468336,18.99545638030055,18.775868445510262,18.877022800092195,"metallo-peptidase, Clan MG, Family M24"
739,Tb927.10.14200,Tb927.10.14200:mRNA-p1,16.44075779576103,16.433878673727122,16.182470281894812,16.560739579847947,16.378146788695283,16.453092126075042,syntaxin 5
740,Tb927.10.14210,Tb927.10.14210:mRNA-p1,16.705023149331655,16.50049897685516,16.627025167952386,17.12836585156341,16.997427340831024,16.862319624250105,TFIIH basal transcription factor subunit
741,Tb927.10.14220,Tb927.10.14220:mRNA-p1,16.655720796138347,16.970612272292236,16.715619675951267,16.722476947933863,16.802186589122076,16.747003205593547,"hypothetical protein, conserved"
742,Tb927.10.14230,Tb927.10.14230:mRNA-p1,11.807794737493428,11.30286005555833,10.114305354547765,9.749271837916309,0.0,9.782395590177881,"hypothetical protein, conserved"
743,Tb927.10.14240,Tb927.10.14240:mRNA-p1,20.083384370762545,20.185109986174314,19.771730240861643,19.960806934352178,20.071924823299383,19.980808902792397,N-myristoyltransferase
744,Tb927.10.14280,Tb927.10.14280:mRNA-p1,15.698721302839779,15.707473409614792,15.50546861902821,15.311126737848333,15.326081339374726,15.509511056409247,mitochondrial carrier protein
745,Tb927.10.1430,Tb927.10.1430:mRNA-p1,19.883213056315153,19.896073574414945,19.516111906249463,19.803980708980806,19.74675037974707,19.704382095810562,"hypothetical protein, conserved"
746,Tb927.10.14300,Tb927.10.14300:mRNA-p1,17.620075931570927,17.715624702873093,17.485499156346272,17.908580996946284,17.727305703040102,17.848350058365405,"MEKK-related kinase 1, putative"
747,Tb927.10.14310,Tb927.10.14310:mRNA-p1,17.40920277080069,17.454448282967316,17.686018922100022,17.992580195145234,18.14732481158433,18.247236086147176,"hypothetical protein, conserved"
748,Tb927.10.14320,Tb927.10.14320:mRNA-p1,19.430227546915056,20.336176230179426,18.530485399973657,18.300879677450123,20.525521884394607,20.569037042873067,Flagellum attachment zone protein 9
749,Tb927.10.14330,Tb927.10.14330:mRNA-p1,16.0482608564696,15.628669248427718,15.375724745811388,15.836934874002178,16.395695462766557,15.789718101186327,"Utp14 protein, putative"
750,Tb927.10.14340,Tb927.10.14340:mRNA-p1,15.922461546757637,16.27627110900231,15.867451162820526,15.768651183705463,15.833203097235982,15.880585159560326,"hypothetical protein, conserved"
751,Tb927.10.14360,Tb927.10.14360:mRNA-p1,17.456139181066202,17.45915366790012,17.323537092516773,17.016925236461127,17.318228618003154,17.184268209796848,U2 small nuclear ribonucleoprotein 40K
752,Tb927.10.14380,Tb927.10.14380:mRNA-p1,17.59786637940546,17.845763857232356,17.9652570023302,17.721409330562377,17.71015501503534,17.808612696969117,"Hsp70 protein, putative"
753,Tb927.10.14390,Tb927.10.14390:mRNA-p1,20.010512398441236,19.74053336185188,19.440218553343197,19.853974622798283,19.930718932482456,19.640544270496527,FACT complex subunit POB3
754,Tb927.10.14460,Tb927.10.14460:mRNA-p1,15.844077031682392,16.07547425299497,15.903942876384564,15.651276739876291,15.736209291436637,15.72451364495181,"leucine-rich repeat protein (LRRP), putative"
755,Tb927.10.14470,Tb927.10.14470:mRNA-p1,20.506428776659078,20.217923392188062,20.521501598961457,20.285323051753025,20.275805241185065,20.42902637500363,intraflagellar transport protein 140
757,Tb927.10.1450,Tb927.10.1450:mRNA-p1,18.959025569134493,21.1389563893155,21.281998064726814,19.106061118715132,18.902211324510958,19.016437490598552,Centrin arm-associated protein 1
758,Tb927.10.14500,Tb927.10.14500:mRNA-p1,19.9368511424248,19.917846788732625,20.067581576805548,19.938139395696165,19.761744169811188,19.91013297282921,"hypothetical protein, conserved"
759,Tb927.10.14510,Tb927.10.14510:mRNA-p1,19.248767123726907,19.0326708080589,19.219846208380112,19.36187016955604,19.219455557497927,19.290677422015246,"root hair defective 3 GTP-binding protein (RHD3), putative"
760,Tb927.10.14520,Tb927.10.14520:mRNA-p1,18.754218168795248,18.72950364312661,18.67845185074442,18.32107976467172,18.49516542224037,18.67172763863592,Basal body protein
761,Tb927.10.14530,Tb927.10.14530:mRNA-p1,19.467139454285068,19.516405069176308,19.470346955199723,19.56460574573827,19.49540724225654,19.523608495307187,19S proteasome non-atpase subunit 8
762,Tb927.10.14550,Tb927.10.14550:mRNA-p1,20.126588846642644,20.124214729287445,20.067389060488267,20.289694441292383,20.311050078905165,20.23728524701015,ATP-dependent RNA helicase HEL67
763,Tb927.10.14560,Tb927.10.14560:mRNA-p1,19.145277918187176,19.070867622436694,18.960758335844258,18.735948680801496,18.907221773248434,18.899488676867495,"TPR repeat, putative"
764,Tb927.10.14570,Tb927.10.14570:mRNA-p1,18.001747317071654,18.051404956049524,17.960355435355375,18.028066409905197,18.077124246137842,18.047974916025357,"kinesin motor domain containing protein, putative"
765,Tb927.10.14580,Tb927.10.14580:mRNA-p1;Tb927.11.4820:mRNA-p1,20.111497558443816,20.6589385171005,20.367275829445383,20.60610176058769,20.490525054374512,20.456934898030703,"60S ribosomal protein L17, putative"
766,Tb927.10.14590,Tb927.10.14590:mRNA-p1,12.643789156259423,12.683404378125879,12.353253053219404,12.229573418919758,12.478887597401688,12.377568929780788,"Protein of unknown function (DUF1279), putative"
767,Tb927.10.14600,Tb927.10.14600:mRNA-p1;Tb927.10.14710:mRNA-p1,23.201799373760302,23.233878260639745,23.143288070840896,23.505165833404067,23.386213393812422,23.41906983947864,"40S ribosomal protein S2, putative"
768,Tb927.10.14610,Tb927.10.14610:mRNA-p1,18.498265867989726,18.482500746420236,18.490306778327408,18.672651828716038,18.53708044487632,17.90742332242296,"leucine-rich repeat protein (LRRP), putative"
769,Tb927.10.14650,Tb927.10.14650:mRNA-p1,13.041751046840382,13.991857938737267,12.911408629524567,13.429509032519752,13.43605828704316,13.385744199244433,"hypothetical protein, conserved"
770,Tb927.10.14660,Tb927.10.14660:mRNA-p1,14.73278983743794,15.074015337479757,14.735372981604945,14.722052039320248,14.834565949639893,14.864562597296805,"hypothetical protein, conserved"
771,Tb927.10.14680,Tb927.10.14680:mRNA-p1,17.275680084591478,17.48770500148152,17.373361695795627,17.522439055709306,17.539608129949347,17.539064835247494,"ribosome biogenesis protein, putative"
772,Tb927.10.14690,Tb927.10.14690:mRNA-p1,17.915967522414697,17.936711615892808,17.8445987919133,17.70779797163899,17.70065042118955,17.680390216378605,"syntaxin, putative"
773,Tb927.10.14700,Tb927.10.14700:mRNA-p1,18.745797606155584,18.689837949553564,18.88922858501986,19.166309603825276,18.61248001283887,18.723600330388905,"hypothetical protein, conserved"
774,Tb927.10.14720,Tb927.10.14720:mRNA-p1,17.978593338428425,17.927005329230518,18.02786179964632,18.41380893420029,18.527061727045172,18.357067620166383,peroxin 13
775,Tb927.10.14730,Tb927.10.14730:mRNA-p1,17.06015414259012,17.09462331474377,17.075172596976536,17.136923231405373,17.158285011032103,17.166392513506484,"chaperone protein DnaJ, putative"
776,Tb927.10.14740,Tb927.10.14740:mRNA-p1,19.540866471741143,19.236189415322883,19.566451509285525,19.672926392165035,19.505178193244998,19.605376425460598,"hypothetical protein, conserved"
777,Tb927.10.14750,Tb927.10.14750:mRNA-p1,21.133634547027068,21.210990238971604,21.043324219960844,21.289069480520467,21.24253987635591,21.186490446600914,"fibrillarin, putative"
778,Tb927.10.14760,Tb927.10.14760:mRNA-p1,20.33367921726411,20.12885793114401,20.330357811234713,20.400138332492787,20.292268826853054,20.278241712592582,"clathrin light chain, putative"
779,Tb927.10.14770,Tb927.10.14770:mRNA-p1,19.167230231630924,19.16993081062238,19.13256938758523,19.375127881592096,19.299802477594096,19.277554024267125,Associated kinase of Tb14-3-3
780,Tb927.10.14780,Tb927.10.14780:mRNA-p1,19.997104089312593,19.86559018598829,19.991942165852624,20.055054169310917,19.851163317883675,20.000840750135843,Canertinib-binding protein kinase 1
781,Tb927.10.14790,Tb927.10.14790:mRNA-p1,20.885670961860836,20.840367069251688,20.79470826300214,21.08126253164918,20.96193713886996,20.958585901651293,"metallo-peptidase, Clan MG, Family M24"
782,Tb927.10.14810,Tb927.10.14810:mRNA-p1,18.932038540845042,19.093355501322808,18.833197305381578,19.13023055615307,19.126035476919363,19.09188455084337,"multiprotein-bridging factor 1, putative"
783,Tb927.10.14820,Tb927.10.14820:mRNA-p1;Tb927.10.14830:mRNA-p1;Tb927.10.14840:mRNA-p1,21.84685741557183,22.089063617143548,21.787025028515924,22.040246738115464,22.01664899772549,21.810520644239872,Mitochondrial ADP/ATP carrier protein 5a
784,Tb927.10.14870,Tb927.10.14870:mRNA-p1,16.927055259026442,17.233739321442773,16.988322020512598,17.155874229317277,17.159636709311236,17.152247546071855,"hypothetical protein, conserved"
785,Tb927.10.14880,Tb927.10.14880:mRNA-p1,16.007239986897364,16.132985382652794,15.81282107102776,15.971290943452367,16.10297077515836,15.926150103695676,centrosomal protein of 104 kDa
786,Tb927.10.1490,Tb927.10.1490:mRNA-p1,19.31328191717138,19.482983440948342,19.263302587850145,19.19286528492023,19.118312513685176,19.12948238511288,"Temperature dependent protein affecting M2 dsRNA replication, putative"
787,Tb927.10.14910,Tb927.10.14910:mRNA-p1,17.444660434184943,17.31023152889878,17.43761887249351,17.442638433586808,17.124777946242123,17.38420946638975,"Sarcalumenin, putative"
788,Tb927.10.14930,Tb927.10.14930:mRNA-p1,17.746371314180667,17.923224735676047,17.60655025065466,17.849860720192876,17.860811731183453,17.827411324531724,Zinc finger CCCH domain-containing protein 39
789,Tb927.10.14950,Tb927.10.14950:mRNA-p1,17.19013935173397,16.973911642656297,16.716372995188916,16.47442103557972,16.59706162510763,16.538173417213972,Zinc finger CCCH domain-containing protein 40
790,Tb927.10.14980,Tb927.10.14980:mRNA-p1,19.809000397807065,19.306402045599395,19.980956776623206,19.751905325859322,19.544391312373396,19.741659336976436,intraflagellar transport protein 52
791,Tb927.10.14990,Tb927.10.14990:mRNA-p1,20.66607866389834,20.828093666879063,20.51009650858588,20.776821848311567,20.7392039652524,20.598127714313993,intraflagellar transport protein 80
792,Tb927.10.1500,Tb927.10.1500:mRNA-p1,20.614084337498195,20.69754528549879,20.484206929998834,20.388582961415423,20.791468564454814,20.4150565032366,"methionyl-tRNA synthetase, putative"
793,Tb927.10.15000,Tb927.10.15000:mRNA-p1,18.12593997080445,18.080398249528432,18.262523154155545,18.224903294732552,18.084806928326543,18.146567743529275,"hypothetical protein, conserved"
794,Tb927.10.15010,Tb927.10.15010:mRNA-p1,13.297059131873656,13.678833286341785,13.299959086747013,13.0421372768512,12.027472572090524,13.153696128759691,"lipoic acid synthetase, mitochondrial precursor, putative"
795,Tb927.10.15020,Tb927.10.15020:mRNA-p1,13.024974259325687,13.021306019559075,12.464048866904047,13.098035778699765,13.618312233163149,13.115935835476494,"CMGC/DYRK protein kinase, putative"
796,Tb927.10.15080,Tb927.10.15080:mRNA-p1,16.841677399353454,16.798966426858712,16.728096969353214,17.05087211774824,16.777583715873394,16.71787092600916,WD40 Repeat 1
797,Tb927.10.1510,Tb927.10.1510:mRNA-p1,20.05198006774242,19.623679696874895,19.967700411816562,20.128321165949085,19.9640203432943,20.035884930612397,CCR4-NOT transcription complex subunit 1
798,Tb927.10.15120,Tb927.10.15120:mRNA-p1;Tb927.2.5910:mRNA-p1,22.429695078840226,22.345650237079216,22.451200670973503,22.84892164747212,22.61305033145683,22.709171759783636,"40S ribosomal protein S13, putative"
799,Tb927.10.15130,Tb927.10.15130:mRNA-p1,17.074627399409614,17.19048934245135,17.20457502463898,16.81927660235398,16.911255921183688,17.007848025408343,"Vesicle-trafficking protein SEC22, putative"
800,Tb927.10.15150,Tb927.10.15150:mRNA-p1,16.84911833253312,16.699058327367506,16.81785434465421,17.05999296848781,16.859067421422875,17.021189764328607,"DNA-directed RNA polymerase III subunit C11, putative"
801,Tb927.10.15160,Tb927.10.15160:mRNA-p1,14.20066262495853,14.285837913004944,13.860677249519906,14.158091279399036,14.25843721608183,14.090664072393023,"hypothetical protein, conserved"
802,Tb927.10.15170,Tb927.10.15170:mRNA-p1,17.447987337032476,17.48768991533969,17.43925869754281,17.756709825475117,17.666712368644447,17.63807823550944,"hypothetical protein, conserved"
803,Tb927.10.15180,Tb927.10.15180:mRNA-p1,20.420327006105204,20.56879183483709,20.290941583218945,20.55339410958443,20.430545836027424,20.42533219540709,"nucleosome assembly protein, putative"
805,Tb927.10.1520,Tb927.10.1520:mRNA-p1,18.460829941451482,18.131820231268822,18.500168152275975,18.372471481073624,18.41997714603347,18.440603077251673,"ras-related protein Rab21, putative"
806,Tb927.10.15200,Tb927.10.15200:mRNA-p1,25.16088223089537,25.410960958926708,25.47963411473041,24.914261484697494,25.262580930976835,25.629308700400536,"Predicted coiled-coil domain-containing protein (DUF2360), putative"
807,Tb927.10.15210,Tb927.10.15210:mRNA-p1,16.451769902010415,17.152927083852333,16.201088767618188,16.472479888128344,16.74020691892759,16.515432520527344,nuclear cap binding complex subunit CBP30
810,Tb927.10.15280,Tb927.10.15280:mRNA-p1,17.23651600418278,17.275550796800257,17.338319641494632,16.83972097113373,17.183373388033324,17.10171765199298,"Domain of Unknown Function (DUF1042), putative"
811,Tb927.10.15290,Tb927.10.15290:mRNA-p1,19.61352589317373,19.66708045709236,19.642351423891366,19.761372676457206,19.685763946204343,19.63639506161746,"tubulin binding cofactor c, putative"
813,Tb927.10.15310,Tb927.10.15310:mRNA-p1,18.564391301408712,18.694503487008213,18.451392745525677,18.402944387335257,18.492654664372967,18.425119839973316,"hypothetical protein, conserved"
814,Tb927.10.15330,Tb927.10.15330:mRNA-p1,19.642241125730436,19.848620839329566,19.746802342303994,19.484752104322304,19.5874590180274,19.689311276596108,"CYTH domain containing protein, putative"
815,Tb927.10.15350,Tb927.10.15350:mRNA-p1,20.463751851843135,20.274940146118862,20.57886292935852,20.637291406509767,20.319027479631963,20.46605280553278,histone H3 variant V
816,Tb927.10.15360,Tb927.10.15360:mRNA-p1,18.277275763468417,18.329174823965495,17.94678957663305,18.127998412897398,18.155075454212977,18.097923938225044,"hypothetical protein, conserved"
817,Tb927.10.1540,Tb927.10.1540:mRNA-p1,15.97262287775049,16.364557765273677,15.892008550658453,16.28865461376753,16.301398507710097,16.30570330371419,"zinc finger protein family member, putative"
818,Tb927.10.15410,Tb927.10.15410:mRNA-p1,17.98696190367642,17.91271760026147,17.945683958594906,17.61051078816198,17.524546377824745,17.751346381217513,glycosomal malate dehydrogenase
819,Tb927.10.15430,Tb927.10.15430:mRNA-p1,17.398758041589637,17.309477741627944,17.33534959795716,17.15881274766719,17.4556015197842,17.18223824036156,"Ankyrin repeats (3 copies), putative"
820,Tb927.10.15440,Tb927.10.15440:mRNA-p1,18.263781534288245,18.10082897649739,18.27621430390747,18.197471385429647,18.08421636731245,18.207267437809662,"hypothetical protein, conserved"
822,Tb927.10.15490,Tb927.10.15490:mRNA-p1,15.802935971036145,14.996273831598263,15.766299097780179,15.782548368049765,15.503613589615854,15.624265354787596,"GDP-mannose 4,6 dehydratase"
823,Tb927.10.1550,Tb927.10.1550:mRNA-p1,20.46659579661249,20.528760750837705,20.37467310738245,20.529163266020767,20.470573484753263,20.407155194548572,proteasome regulatory non-ATP-ase subunit 5
824,Tb927.10.15500,Tb927.10.15500:mRNA-p1,17.412597497009926,16.597873197439252,17.307486004470952,15.940955696444227,16.35776071773257,16.578452048204742,"SNARE protein, putative"
825,Tb927.10.15510,Tb927.10.15510:mRNA-p1,14.441380936791942,14.72075172561209,14.373328503554742,14.599502011114227,14.64685355205753,14.576932222358478,"hypothetical protein, conserved"
826,Tb927.10.15520,Tb927.10.15520:mRNA-p1,18.955863955146345,18.774405034772784,18.901558188126934,19.093708822119606,19.02356875737802,19.09734113477576,"signal recognition particle protein, putative"
827,Tb927.10.15530,Tb927.10.15530:mRNA-p1,18.432053245543834,17.93807683252769,18.423148104739703,18.68334611858064,18.394910620195954,18.540025254669782,"ABC transport system ATP-binding protein, putative"
